Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2013-2014;2e leerjaar;0;23;De Kolibrie
2014-2015;5e leerjaar;0;19;De Kolibrie
2014-2015;3e leerjaar;0;22;De Kolibrie
2014-2015;2e leerjaar;0;24;De Kolibrie
2014-2015;1e leerjaar;0;44;De Kolibrie
2016-2017;6e leerjaar;0;22;De Kolibrie
2010-2011;1e leerjaar;4;32;De Kolibrie
2015-2016;1e leerjaar;0;25;De Kolibrie
2015-2016;2e leerjaar;1;47;De Kolibrie
2015-2016;3e leerjaar;0;21;De Kolibrie
2015-2016;4e leerjaar;0;24;De Kolibrie
2015-2016;6e leerjaar;0;19;De Kolibrie
2013-2014;1e leerjaar;2;26;De Kolibrie
2014-2015;6e leerjaar;0;17;De Kolibrie
2013-2014;3e leerjaar;1;22;De Kolibrie
2013-2014;4e leerjaar;0;20;De Kolibrie
2013-2014;5e leerjaar;0;19;De Kolibrie
2013-2014;6e leerjaar;0;22;De Kolibrie
2012-2013;1e leerjaar;0;26;De Kolibrie
2011-2012;1e leerjaar;1;25;De Kolibrie
2011-2012;2e leerjaar;3;31;De Kolibrie
2011-2012;3e leerjaar;0;19;De Kolibrie
2011-2012;4e leerjaar;1;25;De Kolibrie
2011-2012;5e leerjaar;0;26;De Kolibrie
2011-2012;6e leerjaar;0;16;De Kolibrie
2015-2016;5e leerjaar;0;24;De Kolibrie
2012-2013;4e leerjaar;0;23;De Kolibrie
2016-2017;5e leerjaar;1;24;De Kolibrie
2016-2017;4e leerjaar;1;25;De Kolibrie
2016-2017;3e leerjaar;1;48;De Kolibrie
2016-2017;2e leerjaar;0;26;De Kolibrie
2016-2017;1e leerjaar;1;26;De Kolibrie
2010-2011;2e leerjaar;3;23;De Kolibrie
2010-2011;3e leerjaar;0;24;De Kolibrie
2010-2011;4e leerjaar;2;29;De Kolibrie
2010-2011;5e leerjaar;2;16;De Kolibrie
2010-2011;6e leerjaar;0;16;De Kolibrie
2014-2015;4e leerjaar;0;22;De Kolibrie
2012-2013;3e leerjaar;0;23;De Kolibrie
2012-2013;5e leerjaar;0;25;De Kolibrie
2012-2013;2e leerjaar;2;26;De Kolibrie
2012-2013;6e leerjaar;0;23;De Kolibrie
2018-2019;2e leerjaar;1;21;De Kolibrie
2019-2020;6e leerjaar;0;43;De Kolibrie
2019-2020;5e leerjaar;0;24;De Kolibrie
2019-2020;4e leerjaar;0;23;De Kolibrie
2019-2020;3e leerjaar;0;22;De Kolibrie
2019-2020;2e leerjaar;0;39;De Kolibrie
2019-2020;1e leerjaar;1;23;De Kolibrie
2018-2019;6e leerjaar;0;24;De Kolibrie
2018-2019;5e leerjaar;0;42;De Kolibrie
2018-2019;3e leerjaar;0;24;De Kolibrie
2018-2019;1e leerjaar;2;39;De Kolibrie
2017-2018;6e leerjaar;0;19;De Kolibrie
2017-2018;5e leerjaar;0;26;De Kolibrie
2017-2018;4e leerjaar;0;45;De Kolibrie
2017-2018;2e leerjaar;0;26;De Kolibrie
2017-2018;1e leerjaar;1;22;De Kolibrie
2017-2018;3e leerjaar;1;26;De Kolibrie
2018-2019;4e leerjaar;0;25;De Kolibrie
2011-2012;6e leerjaar;0;11;De Boomhut
2015-2016;1e leerjaar;5;28;De Boomhut
2015-2016;3e leerjaar;1;21;De Boomhut
2013-2014;5e leerjaar;2;18;De Boomhut
2015-2016;4e leerjaar;1;24;De Boomhut
2011-2012;3e leerjaar;2;23;De Boomhut
2015-2016;5e leerjaar;0;23;De Boomhut
2011-2012;4e leerjaar;2;21;De Boomhut
2011-2012;5e leerjaar;0;20;De Boomhut
2013-2014;1e leerjaar;8;36;De Boomhut
2012-2013;6e leerjaar;0;14;De Boomhut
2012-2013;5e leerjaar;2;20;De Boomhut
2012-2013;4e leerjaar;1;20;De Boomhut
2012-2013;3e leerjaar;0;17;De Boomhut
2012-2013;2e leerjaar;1;28;De Boomhut
2015-2016;2e leerjaar;2;25;De Boomhut
2012-2013;1e leerjaar;3;35;De Boomhut
2015-2016;6e leerjaar;0;18;De Boomhut
2014-2015;1e leerjaar;5;34;De Boomhut
2013-2014;3e leerjaar;2;24;De Boomhut
2011-2012;2e leerjaar;2;23;De Boomhut
2014-2015;6e leerjaar;0;14;De Boomhut
2014-2015;5e leerjaar;0;16;De Boomhut
2014-2015;4e leerjaar;1;22;De Boomhut
2014-2015;2e leerjaar;1;27;De Boomhut
2010-2011;6e leerjaar;0;18;De Boomhut
2010-2011;5e leerjaar;1;17;De Boomhut
2010-2011;1e leerjaar;2;35;De Boomhut
2011-2012;1e leerjaar;3;36;De Boomhut
2013-2014;2e leerjaar;1;32;De Boomhut
2014-2015;3e leerjaar;2;29;De Boomhut
2013-2014;4e leerjaar;1;18;De Boomhut
2010-2011;4e leerjaar;0;22;De Boomhut
2013-2014;6e leerjaar;1;14;De Boomhut
2010-2011;2e leerjaar;2;26;De Boomhut
2010-2011;3e leerjaar;2;19;De Boomhut
2016-2017;2e leerjaar;2;29;De Boomhut
2018-2019;2e leerjaar;1;28;De Boomhut
2018-2019;4e leerjaar;2;13;De Boomhut
2018-2019;6e leerjaar;1;12;De Boomhut
2016-2017;1e leerjaar;2;42;De Boomhut
2016-2017;6e leerjaar;0;17;De Boomhut
2016-2017;5e leerjaar;1;21;De Boomhut
2018-2019;1e leerjaar;8;38;De Boomhut
2016-2017;3e leerjaar;4;24;De Boomhut
2018-2019;3e leerjaar;2;26;De Boomhut
2019-2020;1e leerjaar;10;45;De Boomhut
2019-2020;2e leerjaar;1;22;De Boomhut
2019-2020;3e leerjaar;1;28;De Boomhut
2019-2020;4e leerjaar;0;24;De Boomhut
2019-2020;5e leerjaar;0;10;De Boomhut
2019-2020;6e leerjaar;0;19;De Boomhut
2016-2017;4e leerjaar;2;18;De Boomhut
2017-2018;1e leerjaar;9;37;De Boomhut
2017-2018;2e leerjaar;6;33;De Boomhut
2017-2018;3e leerjaar;0;16;De Boomhut
2017-2018;4e leerjaar;1;17;De Boomhut
2017-2018;5e leerjaar;0;19;De Boomhut
2017-2018;6e leerjaar;0;16;De Boomhut
2018-2019;5e leerjaar;2;17;De Boomhut
2012-2013;2e leerjaar;0;35;Leopold III
2015-2016;1e leerjaar;0;47;Leopold III
2014-2015;6e leerjaar;0;16;Leopold III
2014-2015;4e leerjaar;1;37;Leopold III
2014-2015;3e leerjaar;0;39;Leopold III
2014-2015;2e leerjaar;0;31;Leopold III
2012-2013;1e leerjaar;2;36;Leopold III
2014-2015;5e leerjaar;0;25;Leopold III
2012-2013;4e leerjaar;0;16;Leopold III
2012-2013;6e leerjaar;0;20;Leopold III
2015-2016;5e leerjaar;0;37;Leopold III
2015-2016;4e leerjaar;3;42;Leopold III
2015-2016;2e leerjaar;8;42;Leopold III
2014-2015;1e leerjaar;3;35;Leopold III
2013-2014;6e leerjaar;0;22;Leopold III
2013-2014;5e leerjaar;0;17;Leopold III
2013-2014;4e leerjaar;0;26;Leopold III
2013-2014;3e leerjaar;2;37;Leopold III
2013-2014;2e leerjaar;2;37;Leopold III
2013-2014;1e leerjaar;3;37;Leopold III
2012-2013;3e leerjaar;0;30;Leopold III
2015-2016;3e leerjaar;0;23;Leopold III
2011-2012;3e leerjaar;0;22;Leopold III
2010-2011;3e leerjaar;1;30;Leopold III
2010-2011;4e leerjaar;0;22;Leopold III
2010-2011;5e leerjaar;0;21;Leopold III
2010-2011;6e leerjaar;0;22;Leopold III
2011-2012;6e leerjaar;0;15;Leopold III
2010-2011;1e leerjaar;3;36;Leopold III
2010-2011;2e leerjaar;1;22;Leopold III
2011-2012;4e leerjaar;1;27;Leopold III
2011-2012;2e leerjaar;0;34;Leopold III
2011-2012;1e leerjaar;2;35;Leopold III
2015-2016;6e leerjaar;0;22;Leopold III
2012-2013;5e leerjaar;0;27;Leopold III
2011-2012;5e leerjaar;2;23;Leopold III
2017-2018;3e leerjaar;0;47;Leopold III
2019-2020;5e leerjaar;2;47;Leopold III
2019-2020;4e leerjaar;1;45;Leopold III
2019-2020;3e leerjaar;1;39;Leopold III
2019-2020;2e leerjaar;2;40;Leopold III
2019-2020;1e leerjaar;1;30;Leopold III
2016-2017;6e leerjaar;0;37;Leopold III
2017-2018;2e leerjaar;3;44;Leopold III
2016-2017;2e leerjaar;0;47;Leopold III
2017-2018;4e leerjaar;3;42;Leopold III
2016-2017;1e leerjaar;1;41;Leopold III
2018-2019;6e leerjaar;0;34;Leopold III
2018-2019;5e leerjaar;0;40;Leopold III
2018-2019;4e leerjaar;0;46;Leopold III
2018-2019;2e leerjaar;4;44;Leopold III
2017-2018;5e leerjaar;0;35;Leopold III
2017-2018;6e leerjaar;1;40;Leopold III
2016-2017;5e leerjaar;0;40;Leopold III
2018-2019;3e leerjaar;0;43;Leopold III
2016-2017;4e leerjaar;5;37;Leopold III
2019-2020;6e leerjaar;0;33;Leopold III
2016-2017;3e leerjaar;1;38;Leopold III
2017-2018;1e leerjaar;3;43;Leopold III
2018-2019;1e leerjaar;2;43;Leopold III
2011-2012;1e leerjaar;1;44;Fruithof
2013-2014;6e leerjaar;0;34;Fruithof
2013-2014;5e leerjaar;0;18;Fruithof
2013-2014;4e leerjaar;1;35;Fruithof
2013-2014;3e leerjaar;1;38;Fruithof
2010-2011;1e leerjaar;6;44;Fruithof
2010-2011;2e leerjaar;1;22;Fruithof
2011-2012;5e leerjaar;0;24;Fruithof
2011-2012;4e leerjaar;1;40;Fruithof
2011-2012;2e leerjaar;0;39;Fruithof
2010-2011;4e leerjaar;0;26;Fruithof
2013-2014;2e leerjaar;1;36;Fruithof
2010-2011;6e leerjaar;1;24;Fruithof
2011-2012;6e leerjaar;0;29;Fruithof
2013-2014;1e leerjaar;6;36;Fruithof
2010-2011;5e leerjaar;1;31;Fruithof
2010-2011;3e leerjaar;0;40;Fruithof
2011-2012;3e leerjaar;0;22;Fruithof
2012-2013;4e leerjaar;0;17;Fruithof
2015-2016;6e leerjaar;0;27;Fruithof
2015-2016;5e leerjaar;1;36;Fruithof
2015-2016;4e leerjaar;2;35;Fruithof
2015-2016;3e leerjaar;0;34;Fruithof
2015-2016;2e leerjaar;1;29;Fruithof
2015-2016;1e leerjaar;3;45;Fruithof
2014-2015;6e leerjaar;0;16;Fruithof
2014-2015;5e leerjaar;1;28;Fruithof
2014-2015;4e leerjaar;2;40;Fruithof
2014-2015;3e leerjaar;0;34;Fruithof
2014-2015;2e leerjaar;1;34;Fruithof
2014-2015;1e leerjaar;0;30;Fruithof
2012-2013;1e leerjaar;3;45;Fruithof
2012-2013;3e leerjaar;0;41;Fruithof
2012-2013;5e leerjaar;1;38;Fruithof
2012-2013;6e leerjaar;0;24;Fruithof
2012-2013;2e leerjaar;1;43;Fruithof
2018-2019;5e leerjaar;1;23;Fruithof
2019-2020;5e leerjaar;0;40;Fruithof
2019-2020;4e leerjaar;4;32;Fruithof
2019-2020;3e leerjaar;4;40;Fruithof
2019-2020;2e leerjaar;5;37;Fruithof
2019-2020;1e leerjaar;8;36;Fruithof
2016-2017;1e leerjaar;3;33;Fruithof
2016-2017;2e leerjaar;2;43;Fruithof
2016-2017;3e leerjaar;1;25;Fruithof
2016-2017;4e leerjaar;2;32;Fruithof
2019-2020;6e leerjaar;2;23;Fruithof
2016-2017;6e leerjaar;0;35;Fruithof
2018-2019;6e leerjaar;0;27;Fruithof
2018-2019;3e leerjaar;1;34;Fruithof
2018-2019;2e leerjaar;3;40;Fruithof
2018-2019;1e leerjaar;3;42;Fruithof
2017-2018;6e leerjaar;1;28;Fruithof
2017-2018;5e leerjaar;1;32;Fruithof
2017-2018;4e leerjaar;2;24;Fruithof
2017-2018;3e leerjaar;1;43;Fruithof
2017-2018;2e leerjaar;2;33;Fruithof
2017-2018;1e leerjaar;5;34;Fruithof
2016-2017;5e leerjaar;0;33;Fruithof
2018-2019;4e leerjaar;3;46;Fruithof
2013-2014;6e leerjaar;0;16;Klavertjevier
2014-2015;5e leerjaar;2;21;Klavertjevier
2014-2015;4e leerjaar;0;19;Klavertjevier
2014-2015;3e leerjaar;2;32;Klavertjevier
2014-2015;2e leerjaar;3;36;Klavertjevier
2010-2011;6e leerjaar;0;10;Klavertjevier
2010-2011;5e leerjaar;2;13;Klavertjevier
2013-2014;1e leerjaar;1;32;Klavertjevier
2015-2016;4e leerjaar;1;31;Klavertjevier
2013-2014;5e leerjaar;3;24;Klavertjevier
2013-2014;4e leerjaar;1;20;Klavertjevier
2013-2014;3e leerjaar;5;25;Klavertjevier
2013-2014;2e leerjaar;4;36;Klavertjevier
2010-2011;3e leerjaar;0;21;Klavertjevier
2010-2011;4e leerjaar;1;17;Klavertjevier
2011-2012;2e leerjaar;1;30;Klavertjevier
2012-2013;5e leerjaar;0;18;Klavertjevier
2012-2013;4e leerjaar;1;22;Klavertjevier
2012-2013;3e leerjaar;1;25;Klavertjevier
2012-2013;2e leerjaar;1;25;Klavertjevier
2012-2013;1e leerjaar;5;44;Klavertjevier
2011-2012;6e leerjaar;0;14;Klavertjevier
2011-2012;5e leerjaar;0;10;Klavertjevier
2015-2016;2e leerjaar;4;41;Klavertjevier
2011-2012;3e leerjaar;0;23;Klavertjevier
2015-2016;1e leerjaar;6;46;Klavertjevier
2014-2015;6e leerjaar;1;22;Klavertjevier
2015-2016;6e leerjaar;0;20;Klavertjevier
2015-2016;5e leerjaar;0;18;Klavertjevier
2012-2013;6e leerjaar;1;10;Klavertjevier
2015-2016;3e leerjaar;1;34;Klavertjevier
2011-2012;1e leerjaar;7;35;Klavertjevier
2014-2015;1e leerjaar;4;38;Klavertjevier
2010-2011;1e leerjaar;4;35;Klavertjevier
2010-2011;2e leerjaar;1;27;Klavertjevier
2011-2012;4e leerjaar;2;21;Klavertjevier
2016-2017;6e leerjaar;0;15;Klavertjevier
2019-2020;5e leerjaar;3;34;Klavertjevier
2019-2020;4e leerjaar;5;30;Klavertjevier
2019-2020;3e leerjaar;4;26;Klavertjevier
2019-2020;2e leerjaar;3;27;Klavertjevier
2016-2017;1e leerjaar;6;42;Klavertjevier
2016-2017;3e leerjaar;7;40;Klavertjevier
2019-2020;6e leerjaar;0;21;Klavertjevier
2016-2017;5e leerjaar;0;24;Klavertjevier
2019-2020;1e leerjaar;6;31;Klavertjevier
2018-2019;1e leerjaar;5;30;Klavertjevier
2018-2019;2e leerjaar;2;26;Klavertjevier
2018-2019;3e leerjaar;3;38;Klavertjevier
2018-2019;4e leerjaar;1;38;Klavertjevier
2018-2019;5e leerjaar;0;30;Klavertjevier
2018-2019;6e leerjaar;0;24;Klavertjevier
2016-2017;4e leerjaar;3;32;Klavertjevier
2017-2018;2e leerjaar;2;43;Klavertjevier
2016-2017;2e leerjaar;5;40;Klavertjevier
2017-2018;6e leerjaar;0;21;Klavertjevier
2017-2018;5e leerjaar;0;29;Klavertjevier
2017-2018;3e leerjaar;3;36;Klavertjevier
2017-2018;1e leerjaar;4;30;Klavertjevier
2017-2018;4e leerjaar;0;34;Klavertjevier
2015-2016;4e leerjaar;3;43;De Letter
2010-2011;1e leerjaar;8;40;De Letter
2010-2011;2e leerjaar;2;32;De Letter
2011-2012;2e leerjaar;5;42;De Letter
2011-2012;1e leerjaar;5;43;De Letter
2012-2013;6e leerjaar;0;17;De Letter
2012-2013;5e leerjaar;3;34;De Letter
2012-2013;4e leerjaar;7;35;De Letter
2012-2013;3e leerjaar;1;41;De Letter
2015-2016;6e leerjaar;1;34;De Letter
2012-2013;1e leerjaar;3;46;De Letter
2015-2016;3e leerjaar;1;45;De Letter
2014-2015;6e leerjaar;1;31;De Letter
2011-2012;3e leerjaar;1;29;De Letter
2014-2015;5e leerjaar;0;40;De Letter
2011-2012;4e leerjaar;3;41;De Letter
2011-2012;5e leerjaar;2;20;De Letter
2011-2012;6e leerjaar;0;16;De Letter
2012-2013;2e leerjaar;3;38;De Letter
2013-2014;2e leerjaar;1;39;De Letter
2010-2011;4e leerjaar;0;22;De Letter
2010-2011;5e leerjaar;1;18;De Letter
2010-2011;6e leerjaar;0;9;De Letter
2014-2015;1e leerjaar;4;48;De Letter
2013-2014;6e leerjaar;0;24;De Letter
2013-2014;5e leerjaar;4;31;De Letter
2015-2016;1e leerjaar;2;49;De Letter
2013-2014;3e leerjaar;0;38;De Letter
2015-2016;2e leerjaar;2;48;De Letter
2013-2014;1e leerjaar;6;48;De Letter
2014-2015;2e leerjaar;4;50;De Letter
2014-2015;3e leerjaar;2;42;De Letter
2014-2015;4e leerjaar;2;37;De Letter
2015-2016;5e leerjaar;2;32;De Letter
2010-2011;3e leerjaar;0;43;De Letter
2013-2014;4e leerjaar;3;42;De Letter
2018-2019;1e leerjaar;7;46;De Letter
2018-2019;2e leerjaar;2;44;De Letter
2016-2017;3e leerjaar;0;48;De Letter
2018-2019;3e leerjaar;0;50;De Letter
2016-2017;1e leerjaar;3;47;De Letter
2018-2019;4e leerjaar;4;43;De Letter
2018-2019;5e leerjaar;2;43;De Letter
2017-2018;1e leerjaar;3;46;De Letter
2016-2017;6e leerjaar;2;23;De Letter
2018-2019;6e leerjaar;1;34;De Letter
2016-2017;4e leerjaar;3;48;De Letter
2016-2017;2e leerjaar;3;43;De Letter
2017-2018;3e leerjaar;2;42;De Letter
2017-2018;4e leerjaar;6;48;De Letter
2017-2018;5e leerjaar;2;39;De Letter
2019-2020;6e leerjaar;0;30;De Letter
2019-2020;5e leerjaar;6;45;De Letter
2017-2018;6e leerjaar;1;36;De Letter
2019-2020;4e leerjaar;4;50;De Letter
2019-2020;3e leerjaar;4;45;De Letter
2017-2018;2e leerjaar;5;50;De Letter
2019-2020;2e leerjaar;3;49;De Letter
2016-2017;5e leerjaar;1;41;De Letter
2019-2020;1e leerjaar;2;39;De Letter
2014-2015;2e leerjaar;0;25;Prins Boudewijn
2014-2015;3e leerjaar;0;24;Prins Boudewijn
2014-2015;4e leerjaar;1;21;Prins Boudewijn
2014-2015;5e leerjaar;2;22;Prins Boudewijn
2014-2015;6e leerjaar;0;21;Prins Boudewijn
2015-2016;5e leerjaar;0;21;Prins Boudewijn
2015-2016;3e leerjaar;0;25;Prins Boudewijn
2015-2016;2e leerjaar;0;25;Prins Boudewijn
2015-2016;1e leerjaar;0;26;Prins Boudewijn
2012-2013;3e leerjaar;0;24;Prins Boudewijn
2015-2016;4e leerjaar;1;26;Prins Boudewijn
2010-2011;5e leerjaar;0;22;Prins Boudewijn
2014-2015;1e leerjaar;0;26;Prins Boudewijn
2012-2013;1e leerjaar;1;26;Prins Boudewijn
2012-2013;2e leerjaar;0;23;Prins Boudewijn
2011-2012;1e leerjaar;0;22;Prins Boudewijn
2012-2013;4e leerjaar;0;23;Prins Boudewijn
2015-2016;6e leerjaar;0;21;Prins Boudewijn
2011-2012;4e leerjaar;0;26;Prins Boudewijn
2011-2012;2e leerjaar;0;23;Prins Boudewijn
2011-2012;3e leerjaar;0;23;Prins Boudewijn
2011-2012;6e leerjaar;0;21;Prins Boudewijn
2012-2013;5e leerjaar;0;25;Prins Boudewijn
2010-2011;6e leerjaar;0;22;Prins Boudewijn
2012-2013;6e leerjaar;0;24;Prins Boudewijn
2013-2014;1e leerjaar;0;26;Prins Boudewijn
2013-2014;2e leerjaar;0;25;Prins Boudewijn
2013-2014;3e leerjaar;0;22;Prins Boudewijn
2013-2014;4e leerjaar;0;23;Prins Boudewijn
2013-2014;5e leerjaar;0;22;Prins Boudewijn
2013-2014;6e leerjaar;0;25;Prins Boudewijn
2010-2011;4e leerjaar;1;25;Prins Boudewijn
2010-2011;3e leerjaar;1;25;Prins Boudewijn
2010-2011;2e leerjaar;1;25;Prins Boudewijn
2010-2011;1e leerjaar;0;24;Prins Boudewijn
2011-2012;5e leerjaar;1;26;Prins Boudewijn
2019-2020;6e leerjaar;0;24;Prins Boudewijn
2018-2019;5e leerjaar;0;24;Prins Boudewijn
2018-2019;6e leerjaar;0;25;Prins Boudewijn
2019-2020;2e leerjaar;0;24;Prins Boudewijn
2019-2020;3e leerjaar;0;24;Prins Boudewijn
2019-2020;5e leerjaar;0;25;Prins Boudewijn
2018-2019;1e leerjaar;0;26;Prins Boudewijn
2016-2017;3e leerjaar;0;24;Prins Boudewijn
2016-2017;2e leerjaar;0;26;Prins Boudewijn
2016-2017;1e leerjaar;0;27;Prins Boudewijn
2018-2019;4e leerjaar;0;26;Prins Boudewijn
2019-2020;1e leerjaar;0;22;Prins Boudewijn
2019-2020;4e leerjaar;0;27;Prins Boudewijn
2017-2018;3e leerjaar;1;28;Prins Boudewijn
2016-2017;6e leerjaar;0;21;Prins Boudewijn
2016-2017;5e leerjaar;0;26;Prins Boudewijn
2016-2017;4e leerjaar;0;26;Prins Boudewijn
2017-2018;1e leerjaar;1;26;Prins Boudewijn
2018-2019;3e leerjaar;0;23;Prins Boudewijn
2017-2018;4e leerjaar;0;23;Prins Boudewijn
2017-2018;5e leerjaar;0;26;Prins Boudewijn
2017-2018;6e leerjaar;0;26;Prins Boudewijn
2018-2019;2e leerjaar;0;26;Prins Boudewijn
2017-2018;2e leerjaar;0;26;Prins Boudewijn
2010-2011;6e leerjaar;0;12;Prins Boudewijn
2010-2011;5e leerjaar;0;10;Prins Boudewijn
2010-2011;3e leerjaar;0;17;Prins Boudewijn
2011-2012;6e leerjaar;0;12;Prins Boudewijn
2010-2011;2e leerjaar;0;24;Prins Boudewijn
2010-2011;1e leerjaar;4;24;Prins Boudewijn
2010-2011;4e leerjaar;0;12;Prins Boudewijn
2012-2013;3e leerjaar;1;20;Prins Boudewijn
2013-2014;6e leerjaar;0;16;Prins Boudewijn
2013-2014;5e leerjaar;1;23;Prins Boudewijn
2013-2014;4e leerjaar;2;17;Prins Boudewijn
2013-2014;2e leerjaar;1;26;Prins Boudewijn
2012-2013;6e leerjaar;0;15;Prins Boudewijn
2011-2012;4e leerjaar;0;17;Prins Boudewijn
2012-2013;4e leerjaar;0;23;Prins Boudewijn
2011-2012;1e leerjaar;3;27;Prins Boudewijn
2012-2013;2e leerjaar;0;26;Prins Boudewijn
2012-2013;1e leerjaar;1;26;Prins Boudewijn
2013-2014;3e leerjaar;3;26;Prins Boudewijn
2011-2012;5e leerjaar;1;15;Prins Boudewijn
2011-2012;3e leerjaar;0;24;Prins Boudewijn
2011-2012;2e leerjaar;0;17;Prins Boudewijn
2012-2013;5e leerjaar;0;17;Prins Boudewijn
2013-2014;1e leerjaar;0;23;Prins Boudewijn
2012-2013;2e leerjaar;0;45;Polderstad
2011-2012;6e leerjaar;0;42;Polderstad
2011-2012;4e leerjaar;2;40;Polderstad
2011-2012;3e leerjaar;0;43;Polderstad
2011-2012;2e leerjaar;3;49;Polderstad
2011-2012;1e leerjaar;2;47;Polderstad
2010-2011;1e leerjaar;5;48;Polderstad
2012-2013;6e leerjaar;0;40;Polderstad
2012-2013;5e leerjaar;0;39;Polderstad
2015-2016;2e leerjaar;1;52;Polderstad
2012-2013;3e leerjaar;2;50;Polderstad
2015-2016;1e leerjaar;2;52;Polderstad
2012-2013;1e leerjaar;1;49;Polderstad
2014-2015;1e leerjaar;5;54;Polderstad
2014-2015;2e leerjaar;2;48;Polderstad
2014-2015;3e leerjaar;0;47;Polderstad
2014-2015;4e leerjaar;1;46;Polderstad
2014-2015;5e leerjaar;1;49;Polderstad
2014-2015;6e leerjaar;0;36;Polderstad
2012-2013;4e leerjaar;2;43;Polderstad
2013-2014;4e leerjaar;0;48;Polderstad
2011-2012;5e leerjaar;0;41;Polderstad
2010-2011;5e leerjaar;3;45;Polderstad
2015-2016;3e leerjaar;1;43;Polderstad
2010-2011;4e leerjaar;2;48;Polderstad
2010-2011;3e leerjaar;3;41;Polderstad
2010-2011;2e leerjaar;3;46;Polderstad
2010-2011;6e leerjaar;0;31;Polderstad
2013-2014;5e leerjaar;0;45;Polderstad
2013-2014;3e leerjaar;1;47;Polderstad
2015-2016;6e leerjaar;0;44;Polderstad
2013-2014;2e leerjaar;1;50;Polderstad
2015-2016;5e leerjaar;0;43;Polderstad
2013-2014;1e leerjaar;2;50;Polderstad
2015-2016;4e leerjaar;1;40;Polderstad
2013-2014;6e leerjaar;0;39;Polderstad
2017-2018;6e leerjaar;0;37;Polderstad
2016-2017;3e leerjaar;0;50;Polderstad
2017-2018;5e leerjaar;0;42;Polderstad
2019-2020;5e leerjaar;0;50;Polderstad
2017-2018;4e leerjaar;0;50;Polderstad
2017-2018;3e leerjaar;1;51;Polderstad
2017-2018;2e leerjaar;2;49;Polderstad
2019-2020;1e leerjaar;4;50;Polderstad
2019-2020;2e leerjaar;1;47;Polderstad
2019-2020;3e leerjaar;0;46;Polderstad
2019-2020;4e leerjaar;1;51;Polderstad
2017-2018;1e leerjaar;2;48;Polderstad
2016-2017;4e leerjaar;1;43;Polderstad
2016-2017;2e leerjaar;0;50;Polderstad
2016-2017;1e leerjaar;3;51;Polderstad
2019-2020;6e leerjaar;0;41;Polderstad
2018-2019;1e leerjaar;5;50;Polderstad
2016-2017;6e leerjaar;0;42;Polderstad
2018-2019;2e leerjaar;1;49;Polderstad
2016-2017;5e leerjaar;0;41;Polderstad
2018-2019;6e leerjaar;0;38;Polderstad
2018-2019;5e leerjaar;0;43;Polderstad
2018-2019;4e leerjaar;3;52;Polderstad
2018-2019;3e leerjaar;1;50;Polderstad
2010-2011;2e leerjaar;9;24;Edison
2014-2015;3e leerjaar;2;40;Edison
2014-2015;4e leerjaar;0;28;Edison
2014-2015;5e leerjaar;2;23;Edison
2014-2015;6e leerjaar;0;20;Edison
2010-2011;6e leerjaar;1;14;Edison
2010-2011;3e leerjaar;6;21;Edison
2010-2011;4e leerjaar;6;23;Edison
2010-2011;5e leerjaar;3;18;Edison
2014-2015;2e leerjaar;4;39;Edison
2012-2013;4e leerjaar;3;23;Edison
2010-2011;1e leerjaar;4;26;Edison
2011-2012;4e leerjaar;4;27;Edison
2013-2014;1e leerjaar;5;43;Edison
2013-2014;2e leerjaar;5;49;Edison
2013-2014;3e leerjaar;3;29;Edison
2013-2014;4e leerjaar;2;21;Edison
2013-2014;5e leerjaar;2;22;Edison
2013-2014;6e leerjaar;0;19;Edison
2012-2013;2e leerjaar;4;34;Edison
2011-2012;5e leerjaar;1;23;Edison
2014-2015;1e leerjaar;5;38;Edison
2011-2012;2e leerjaar;1;25;Edison
2012-2013;6e leerjaar;0;19;Edison
2012-2013;5e leerjaar;3;24;Edison
2011-2012;1e leerjaar;6;39;Edison
2012-2013;3e leerjaar;0;20;Edison
2012-2013;1e leerjaar;7;47;Edison
2011-2012;6e leerjaar;0;14;Edison
2015-2016;4e leerjaar;2;40;Edison
2015-2016;3e leerjaar;5;34;Edison
2015-2016;6e leerjaar;0;19;Edison
2015-2016;5e leerjaar;1;31;Edison
2015-2016;2e leerjaar;5;32;Edison
2015-2016;1e leerjaar;9;56;Edison
2011-2012;3e leerjaar;2;25;Edison
2019-2020;2e leerjaar;8;45;Edison
2019-2020;5e leerjaar;0;39;Edison
2019-2020;3e leerjaar;0;37;Edison
2019-2020;1e leerjaar;10;38;Edison
2016-2017;6e leerjaar;0;24;Edison
2019-2020;4e leerjaar;3;41;Edison
2016-2017;3e leerjaar;6;32;Edison
2018-2019;6e leerjaar;1;24;Edison
2018-2019;1e leerjaar;5;34;Edison
2018-2019;2e leerjaar;10;56;Edison
2018-2019;3e leerjaar;4;49;Edison
2018-2019;4e leerjaar;2;52;Edison
2018-2019;5e leerjaar;1;35;Edison
2017-2018;5e leerjaar;5;31;Edison
2016-2017;2e leerjaar;3;57;Edison
2017-2018;1e leerjaar;7;57;Edison
2016-2017;4e leerjaar;3;34;Edison
2016-2017;5e leerjaar;2;34;Edison
2019-2020;6e leerjaar;1;33;Edison
2017-2018;6e leerjaar;0;27;Edison
2017-2018;4e leerjaar;7;47;Edison
